Time (s),Voltage (V),Current (A),Temperature (C)
90,32.924979160878024,4.7902113032590306,27
91,32.92414559599889,4.788875274047496,27
92,32.92331203111976,4.787456397898378,27
93,32.92247846624062,4.78595529717765,27
94,32.92164490136149,4.7843726303177,27
95,32.92081133648236,4.7827090915285195,27
96,32.91997777160322,4.780965410493204,27
97,32.91914420672409,4.779142352047883,27
98,32.918310641844954,4.777240715846243,27
99,32.917477076965824,4.775261336008772,27
100,32.916643512086694,4.773205080756887,27
101,32.915809947207556,4.771072852032101,27
102,32.914976382328426,4.768865585100403,27
103,32.91414281744929,4.76658424814202,27
104,32.91330925257016,4.76422984182674,27
105,32.91247568769103,4.7618033988749895,27
106,32.91164212281189,4.759305983604839,27
107,32.91080855793276,4.756738691465167,27
108,32.90997499305362,4.754102648555158,27
109,32.90914142817449,4.751399011130351,27
110,32.90830786329536,4.748628965095478,27
111,32.907474298416226,4.745793725484282,27
112,32.906640733537095,4.742894535926561,27
113,32.90580716865796,4.739932668102673,27
114,32.90497360377883,4.736909421185738,27
115,32.9041400388997,4.733826121271771,27
116,32.90330647402056,4.730684120798021,27
117,32.90247290914143,4.727484797949738,27
118,32.90163934426229,4.724229556055661,27
119,32.90080577938316,4.7209198229724745,27
120,32.89997221450403,4.7175570504584945,27
121,32.899138649624895,4.714142713536886,27
122,32.898305084745765,4.710678309848668,27
123,32.89747151986663,4.707165358995799,27
124,32.8966379549875,4.703605401874626,27
125,32.89580439010837,4.699999999999999,27
126,32.89497082522923,4.696350734820343,27
127,32.8941372603501,4.692659207023972,27
128,32.89330369547096,4.6889270358369854,27
129,32.89247013059183,4.685155858313014,27
130,32.891636565712695,4.68134732861516,27
131,32.890803000833564,4.67750311729042,27
132,32.889969435954434,4.673624910536935,27
133,32.8891358710753,4.669714409464363,27
134,32.88830230619617,4.665773329347716,27
135,32.88746874131703,4.661803398874989,27
136,32.8866351764379,4.657806359388894,27
137,32.88580161155877,4.653783964123053,27
138,32.88496804667963,4.649737977432971,27
139,32.8841344818005,4.645670174022131,27
140,32.883300916921364,4.641582338163552,27
141,32.882467352042234,4.637476262917144,27
142,32.8816337871631,4.63335374934322,27
143,32.880800222283966,4.629216605712482,27
144,32.879966657404836,4.6250666467128605,27
145,32.8791330925257,4.620905692653531,27
146,32.87829952764657,4.616735568666463,27
147,32.87746596276744,4.6125581039058625,27
148,32.8766323978883,4.60837513074584,27
149,32.87579883300917,4.604188483976671,27
150,32.87496526813003,4.6,27
151,32.8741317032509,4.595811516023328,27
152,32.87329813837177,4.59162486925416,27
153,32.872464573492636,4.587441896094137,27
154,32.871631008613505,4.583264431333537,27
155,32.87079744373437,4.579094307346469,27
156,32.86996387885524,4.574933353287139,27
157,32.86913031397611,4.570783394287518,27
158,32.86829674909697,4.566646250656779,27
159,32.86746318421784,4.562523737082855,27
160,32.8666296193387,4.558417661836448,27
161,32.86579605445957,4.554329825977868,27
162,32.86496248958044,4.550262022567029,27
163,32.864128924701305,4.546216035876946,27
164,32.863295359822175,4.542193640611106,27
165,32.86246179494304,4.53819660112501,27
166,32.86162823006391,4.534226670652283,27
167,32.86079466518478,4.5302855905356365,27
168,32.85996110030564,4.526375089463064,27
169,32.85912753542651,4.522496882709579,27
170,32.85829397054737,4.51865267138484,27
171,32.85746040566824,4.514844141686985,27
172,32.85662684078911,4.511072964163014,27
173,32.855793275909974,4.507340792976027,27
174,32.854959711030844,4.503649265179656,27
175,32.85412614615171,4.5,27
176,32.85329258127258,4.496394598125374,27
177,32.85245901639344,4.4928346410042,27
178,32.85162545151431,4.489321690151331,27
179,32.85079188663518,4.485857286463113,27
180,32.84995832175604,4.482442949541505,27
181,32.84912475687691,4.479080177027525,27
182,32.848291191997774,4.475770443944338,27
183,32.847457627118644,4.472515202050261,27
184,32.84662406223951,4.469315879201979,27
185,32.845790497360376,4.466173878728228,27
186,32.844956932481246,4.463090578814262,27
187,32.84412336760211,4.460067331897327,27
188,32.84328980272298,4.457105464073439,27
189,32.84245623784385,4.454206274515717,27
190,32.84162267296471,4.451371034904521,27
191,32.84078910808558,4.448600988869648,27
192,32.83995554320644,4.445897351444842,27
193,32.83912197832731,4.443261308534832,27
194,32.83828841344818,4.4406940163951605,27
195,32.837454848569045,4.43819660112501,27
196,32.836621283689915,4.435770158173259,27
197,32.83578771881078,4.4334157518579795,27
198,32.83495415393165,4.431134414899597,27
199,32.83412058905252,4.428927147967898,27
200,32.83328702417338,4.426794919243112,27
201,32.83245345929425,4.424738663991227,27
202,32.83161989441511,4.422759284153757,27
203,32.83078632953598,4.420857647952117,27
204,32.82995276465685,4.419034589506796,27
205,32.829119199777715,4.41729090847148,27
206,32.828285634898585,4.4156273696823,27
207,32.82745207001945,4.414044702822349,27
208,32.82661850514032,4.412543602101621,27
209,32.82578494026119,4.4111247259525035,27
210,32.82495137538205,4.409788696740969,27
211,32.82411781050292,4.408536100493587,27
212,32.82328424562378,4.407367486640468,27
213,32.82245068074465,4.406283367774273,27
214,32.82161711586552,4.405284219425368,27
215,32.820783550986384,4.404370479853238,27
216,32.819949986107254,4.4035425498542615,27
217,32.81911642122812,4.402800792585898,27
218,32.818282856348986,4.402145533407402,27
219,32.817449291469856,4.401577059737104,27
220,32.81661572659072,4.401095620926345,27
221,32.81578216171159,4.400701428150099,27
222,32.81494859683245,4.400394654314345,27
223,32.81411503195332,4.400175433980228,27
224,32.81328146707419,4.40004386330503,27
225,32.81244790219505,4.3999999999999995,27
226,32.81161433731592,4.40004386330503,27
227,32.810780772436786,4.400175433980228,27
228,32.809947207557656,4.400394654314345,27
229,32.80911364267852,4.400701428150099,27
230,32.80828007779939,4.401095620926345,27
231,32.80744651292026,4.401577059737104,27
232,32.80661294804112,4.402145533407402,27
233,32.80577938316199,4.402800792585898,27
234,32.80494581828285,4.4035425498542615,27
235,32.80411225340372,4.404370479853238,27
236,32.80327868852459,4.405284219425368,27
237,32.802445123645455,4.406283367774273,27
238,32.801611558766325,4.407367486640468,27
239,32.80077799388719,4.408536100493587,27
240,32.79994442900806,4.409788696740969,27
241,32.79911086412893,4.4111247259525035,27
242,32.79827729924979,4.412543602101621,27
243,32.79744373437066,4.414044702822349,27
244,32.79661016949152,4.4156273696823,27
245,32.79577660461239,4.41729090847148,27
246,32.79494303973326,4.419034589506795,27
247,32.794109474854125,4.420857647952117,27
248,32.793275909974994,4.422759284153757,27
249,32.79244234509586,4.424738663991227,27
250,32.79160878021673,4.426794919243112,27
251,32.7907752153376,4.428927147967898,27
252,32.78994165045846,4.431134414899597,27
253,32.78910808557933,4.4334157518579795,27
254,32.78827452070019,4.435770158173259,27
255,32.78744095582106,4.43819660112501,27
256,32.78660739094193,4.4406940163951605,27
257,32.785773826062794,4.443261308534832,27
258,32.784940261183664,4.445897351444842,27
259,32.78410669630453,4.448600988869648,27
260,32.783273131425396,4.451371034904521,27
261,32.782439566546266,4.454206274515717,27
262,32.78160600166713,4.457105464073439,27
263,32.780772436788,4.460067331897327,27
264,32.77993887190886,4.463090578814262,27
265,32.77910530702973,4.466173878728228,27
266,32.7782717421506,4.469315879201979,27
267,32.77743817727146,4.472515202050261,27
268,32.77660461239233,4.475770443944338,27
269,32.775771047513196,4.479080177027525,27
270,32.774937482634066,4.482442949541505,27
271,32.774103917754935,4.485857286463113,27
272,32.7732703528758,4.489321690151331,27
273,32.77243678799667,4.4928346410042,27
274,32.77160322311753,4.496394598125374,27
275,32.7707696582384,4.5,27
276,32.76993609335926,4.503649265179656,27
277,32.76910252848013,4.507340792976027,27
278,32.768268963601,4.511072964163014,27
279,32.767435398721865,4.514844141686985,27
280,32.766601833842735,4.51865267138484,27
281,32.7657682689636,4.522496882709579,27
282,32.76493470408447,4.526375089463064,27
283,32.76410113920534,4.5302855905356365,27
284,32.7632675743262,4.534226670652283,27
285,32.76243400944707,4.53819660112501,27
286,32.76160044456793,4.542193640611106,27
287,32.7607668796888,4.546216035876946,27
288,32.75993331480967,4.550262022567028,27
289,32.759099749930535,4.554329825977868,27
290,32.758266185051404,4.558417661836447,27
291,32.75743262017227,4.562523737082855,27
292,32.75659905529314,4.566646250656779,27
293,32.75576549041401,4.570783394287517,27
294,32.75493192553487,4.574933353287139,27
295,32.75409836065574,4.579094307346469,27
296,32.7532647957766,4.583264431333537,27
297,32.75243123089747,4.587441896094137,27
298,32.75159766601834,4.59162486925416,27
299,32.750764101139204,4.595811516023328,27
300,32.749930536260074,4.6,27
301,32.749096971380936,4.604188483976671,27
302,32.748263406501806,4.60837513074584,27
303,32.747429841622676,4.6125581039058625,27
304,32.74659627674354,4.616735568666463,27
305,32.74576271186441,4.620905692653531,27
306,32.74492914698527,4.6250666467128605,27
307,32.74409558210614,4.6292166057124815,27
308,32.74326201722701,4.63335374934322,27
309,32.74242845234787,4.637476262917144,27
310,32.74159488746874,4.641582338163552,27
311,32.740761322589606,4.645670174022131,27
312,32.739927757710475,4.64973797743297,27
313,32.739094192831345,4.653783964123053,27
314,32.73826062795221,4.657806359388894,27
315,32.73742706307308,4.661803398874989,27
316,32.73659349819394,4.665773329347716,27
317,32.73575993331481,4.669714409464363,27
318,32.73492636843568,4.673624910536935,27
319,32.73409280355654,4.677503117290421,27
320,32.73325923867741,4.68134732861516,27
321,32.732425673798275,4.685155858313014,27
322,32.731592108919145,4.6889270358369854,27
323,32.730758544040015,4.692659207023972,27
324,32.72992497916088,4.696350734820343,27
325,32.72909141428175,4.699999999999999,27
326,32.72825784940261,4.703605401874626,27
327,32.72742428452348,4.707165358995799,27
328,32.72659071964434,4.710678309848668,27
329,32.72575715476521,4.714142713536886,27
330,32.72492358988608,4.7175570504584945,27
331,32.724090025006944,4.7209198229724745,27
332,32.723256460127814,4.724229556055662,27
333,32.72242289524868,4.727484797949738,27
334,32.72158933036955,4.730684120798021,27
335,32.720755765490416,4.733826121271771,27
336,32.71992220061128,4.736909421185738,27
337,32.71908863573215,4.739932668102672,27
338,32.71825507085301,4.742894535926561,27
339,32.71742150597388,4.7457937254842815,27
340,32.71658794109475,4.748628965095478,27
341,32.715754376215614,4.751399011130351,27
342,32.71492081133648,4.754102648555158,27
343,32.714087246457346,4.756738691465168,27
344,32.713253681578216,4.759305983604839,27
345,32.712420116699086,4.7618033988749895,27
346,32.71158655181995,4.76422984182674,27
347,32.71075298694082,4.76658424814202,27
348,32.70991942206168,4.768865585100403,27
349,32.70908585718255,4.771072852032101,27
350,32.70825229230342,4.773205080756887,27
351,32.70741872742428,4.775261336008772,27
352,32.70658516254515,4.777240715846243,27
353,32.705751597666016,4.779142352047883,27
354,32.704918032786885,4.780965410493204,27
355,32.704084467907755,4.7827090915285195,27
356,32.70325090302862,4.7843726303177,27
357,32.70241733814949,4.78595529717765,27
358,32.70158377327035,4.787456397898378,27
359,32.70075020839122,4.788875274047496,27
360,32.69991664351209,4.7902113032590306,27
361,32.69908307863295,4.791463899506413,27
362,32.69824951375382,4.792632513359531,27
363,32.697415948874685,4.793716632225726,27
364,32.696582383995555,4.794715780574632,27
365,32.695748819116424,4.795629520146761,27
366,32.69491525423729,4.796457450145738,27
367,32.69408168935816,4.797199207414101,27
368,32.69324812447902,4.7978544665925975,27
369,32.69241455959989,4.7984229402628955,27
370,32.69158099472076,4.7989043790736545,27
371,32.69074742984162,4.7992985718499,27
372,32.68991386496249,4.799605345685654,27
373,32.689080300083354,4.799824566019772,27
374,32.688246735204224,4.799956136694969,27
375,32.68741317032509,4.8,27
376,32.68657960544596,4.799956136694969,27
377,32.685746040566826,4.799824566019772,27
378,32.68491247568769,4.799605345685654,27
379,32.68407891080856,4.7992985718499,27
380,32.68324534592942,4.7989043790736545,27
381,32.68241178105029,4.7984229402628955,27
382,32.68157821617116,4.7978544665925975,27
383,32.680744651292024,4.797199207414101,27
384,32.67991108641289,4.796457450145738,27
385,32.679077521533756,4.795629520146761,27
386,32.678243956654626,4.794715780574632,27
387,32.677410391775496,4.793716632225726,27
388,32.67657682689636,4.792632513359531,27
389,32.67574326201723,4.791463899506413,27
390,32.67490969713809,4.7902113032590306,27
391,32.67407613225896,4.788875274047496,27
392,32.67324256737983,4.787456397898378,27
393,32.67240900250069,4.78595529717765,27
394,32.67157543762156,4.7843726303177,27
395,32.670741872742425,4.7827090915285195,27
396,32.669908307863295,4.780965410493203,27
397,32.669074742984165,4.779142352047883,27
398,32.66824117810503,4.777240715846243,27
399,32.6674076132259,4.775261336008772,27
400,32.66657404834676,4.773205080756887,27
401,32.66574048346763,4.771072852032101,27
402,32.6649069185885,4.768865585100403,27
403,32.66407335370936,4.76658424814202,27
404,32.66323978883023,4.76422984182674,27
405,32.662406223951095,4.7618033988749895,27
406,32.661572659071965,4.759305983604839,27
407,32.660739094192834,4.756738691465167,27
408,32.6599055293137,4.754102648555158,27
409,32.65907196443457,4.751399011130351,27
410,32.65823839955543,4.748628965095479,27
411,32.6574048346763,4.7457937254842815,27
412,32.65657126979717,4.742894535926561,27
413,32.65573770491803,4.739932668102672,27
414,32.6549041400389,4.736909421185738,27
415,32.654070575159764,4.733826121271772,27
416,32.653237010280634,4.730684120798021,27
417,32.652403445401504,4.727484797949738,27
418,32.651569880522366,4.724229556055661,27
419,32.650736315643236,4.7209198229724745,27
420,32.6499027507641,4.7175570504584945,27
421,32.64906918588497,4.714142713536886,27
422,32.64823562100584,4.710678309848668,27
423,32.6474020561267,4.707165358995799,27
424,32.64656849124757,4.703605401874626,27
425,32.64573492636843,4.7,27
426,32.6449013614893,4.696350734820343,27
427,32.644067796610166,4.692659207023972,27
428,32.643234231731036,4.6889270358369854,27
429,32.642400666851906,4.685155858313014,27
430,32.64156710197277,4.68134732861516,27
431,32.64073353709364,4.677503117290421,27
432,32.6398999722145,4.673624910536935,27
433,32.63906640733537,4.669714409464363,27
434,32.63823284245624,4.665773329347717,27
435,32.6373992775771,4.661803398874989,27
436,32.63656571269797,4.6578063593888945,27
437,32.635732147818835,4.653783964123053,27
438,32.634898582939705,4.64973797743297,27
439,32.634065018060575,4.645670174022131,27
440,32.63323145318144,4.641582338163551,27
441,32.63239788830231,4.637476262917144,27
442,32.63156432342317,4.63335374934322,27
443,32.63073075854404,4.629216605712482,27
444,32.62989719366491,4.6250666467128605,27
445,32.62906362878577,4.620905692653531,27
446,32.62823006390664,4.616735568666463,27
447,32.627396499027505,4.6125581039058625,27
448,32.626562934148374,4.60837513074584,27
449,32.625729369269244,4.604188483976671,27
450,32.62489580439011,4.6,27
451,32.62406223951098,4.595811516023328,27
452,32.62322867463184,4.59162486925416,27
453,32.62239510975271,4.587441896094137,27
454,32.62156154487358,4.583264431333537,27
455,32.62072797999444,4.579094307346469,27
456,32.61989441511531,4.574933353287139,27
457,32.619060850236174,4.570783394287518,27
458,32.618227285357044,4.566646250656779,27
459,32.617393720477914,4.562523737082855,27
460,32.616560155598776,4.558417661836447,27
461,32.615726590719646,4.554329825977868,27
462,32.61489302584051,4.550262022567028,27
463,32.61405946096138,4.546216035876947,27
464,32.61322589608225,4.542193640611106,27
465,32.61239233120311,4.53819660112501,27
466,32.61155876632398,4.534226670652283,27
467,32.61072520144484,4.5302855905356365,27
468,32.60989163656571,4.526375089463064,27
469,32.60905807168658,4.5224968827095795,27
470,32.608224506807446,4.51865267138484,27
471,32.607390941928315,4.514844141686985,27
472,32.60655737704918,4.511072964163014,27
473,32.60572381217005,4.507340792976027,27
474,32.60489024729091,4.503649265179657,27
475,32.60405668241178,4.499999999999999,27
476,32.60322311753265,4.496394598125374,27
477,32.60238955265351,4.4928346410042,27
478,32.60155598777438,4.489321690151331,27
479,32.600722422895245,4.485857286463114,27
480,32.599888858016115,4.482442949541505,27
481,32.599055293136985,4.479080177027525,27
482,32.59822172825785,4.475770443944337,27
483,32.59738816337872,4.472515202050261,27
484,32.59655459849958,4.469315879201979,27
485,32.59572103362045,4.466173878728228,27
486,32.59488746874132,4.463090578814262,27
487,32.59405390386218,4.460067331897327,27
488,32.59322033898305,4.457105464073439,27
489,32.592386774103915,4.454206274515718,27
490,32.591553209224784,4.451371034904521,27
491,32.590719644345654,4.448600988869648,27
492,32.58988607946652,4.445897351444842,27
493,32.58905251458739,4.443261308534831,27
494,32.58821894970825,4.4406940163951605,27
495,32.58738538482912,4.43819660112501,27
496,32.58655181994999,4.435770158173259,27
497,32.58571825507085,4.4334157518579795,27
498,32.58488469019172,4.431134414899597,27
499,32.584051125312584,4.428927147967898,27
500,32.583217560433454,4.426794919243112,27
501,32.58238399555432,4.424738663991227,27
502,32.581550430675186,4.422759284153757,27
503,32.580716865796056,4.420857647952117,27
504,32.57988330091692,4.419034589506795,27
505,32.57904973603779,4.41729090847148,27
506,32.57821617115866,4.4156273696823,27
507,32.57738260627952,4.414044702822349,27
508,32.57654904140039,4.412543602101621,27
509,32.57571547652125,4.4111247259525035,27
510,32.57488191164212,4.409788696740969,27
511,32.57404834676299,4.408536100493587,27
512,32.573214781883856,4.407367486640468,27
513,32.572381217004725,4.406283367774273,27
514,32.57154765212559,4.405284219425368,27
515,32.57071408724646,4.404370479853238,27
516,32.56988052236733,4.4035425498542615,27
517,32.56904695748819,4.402800792585898,27
518,32.56821339260906,4.402145533407402,27
519,32.56737982772992,4.401577059737104,27
520,32.56654626285079,4.401095620926345,27
521,32.56571269797166,4.400701428150099,27
522,32.564879133092525,4.400394654314345,27
523,32.564045568213395,4.400175433980228,27
524,32.56321200333426,4.40004386330503,27
525,32.56237843845513,4.3999999999999995,27
526,32.56154487357599,4.40004386330503,27
527,32.56071130869686,4.400175433980228,27
528,32.55987774381773,4.400394654314345,27
529,32.55904417893859,4.400701428150099,27
530,32.55821061405946,4.401095620926345,27
531,32.557377049180324,4.401577059737104,27
532,32.556543484301194,4.402145533407402,27
533,32.555709919422064,4.402800792585898,27
534,32.55487635454293,4.4035425498542615,27
535,32.5540427896638,4.404370479853238,27
536,32.55320922478466,4.405284219425368,27
537,32.55237565990553,4.406283367774273,27
538,32.5515420950264,4.407367486640468,27
539,32.55070853014726,4.408536100493587,27
540,32.54987496526813,4.409788696740969,27
541,32.549041400388994,4.4111247259525035,27
542,32.548207835509864,4.412543602101621,27
543,32.54737427063073,4.414044702822349,27
544,32.546540705751596,4.4156273696823,27
545,32.545707140872466,4.41729090847148,27
546,32.54487357599333,4.419034589506796,27
547,32.5440400111142,4.420857647952117,27
548,32.54320644623507,4.422759284153757,27
549,32.54237288135593,4.424738663991227,27
550,32.5415393164768,4.426794919243112,27
551,32.54070575159766,4.428927147967898,27
552,32.53987218671853,4.431134414899597,27
553,32.5390386218394,4.4334157518579795,27
554,32.538205056960265,4.435770158173259,27
555,32.537371492081135,4.43819660112501,27
556,32.536537927202,4.4406940163951605,27
557,32.53570436232287,4.443261308534832,27
558,32.53487079744374,4.445897351444842,27
559,32.5340372325646,4.448600988869648,27
560,32.53320366768547,4.45137103490452,27
561,32.53237010280633,4.454206274515718,27
562,32.5315365379272,4.457105464073439,27
563,32.53070297304807,4.460067331897327,27
564,32.529869408168935,4.463090578814262,27
565,32.529035843289805,4.4661738787282275,27
566,32.52820227841067,4.469315879201979,27
567,32.52736871353154,4.472515202050261,27
568,32.52653514865241,4.475770443944338,27
569,32.52570158377327,4.479080177027525,27
570,32.52486801889414,4.482442949541505,27
571,32.524034454015,4.485857286463113,27
572,32.52320088913587,4.489321690151331,27
573,32.52236732425674,4.4928346410042,27
574,32.521533759377604,4.496394598125374,27
575,32.520700194498474,4.499999999999999,27
576,32.51986662961934,4.503649265179656,27
577,32.519033064740206,4.507340792976027,27
578,32.51819949986107,4.511072964163014,27
579,32.51736593498194,4.514844141686985,27
580,32.51653237010281,4.51865267138484,27
581,32.51569880522367,4.522496882709579,27
582,32.51486524034454,4.526375089463064,27
583,32.514031675465404,4.5302855905356365,27
584,32.51319811058627,4.5342266706522825,27
585,32.51236454570714,4.53819660112501,27
586,32.511530980828006,4.542193640611105,27
587,32.510697415948876,4.546216035876946,27
588,32.50986385106974,4.550262022567029,27
589,32.50903028619061,4.554329825977868,27
590,32.50819672131148,4.558417661836447,27
591,32.50736315643234,4.562523737082855,27
592,32.50652959155321,4.566646250656779,27
593,32.50569602667407,4.570783394287517,27
594,32.50486246179494,4.574933353287139,27
595,32.50402889691581,4.579094307346469,27
596,32.503195332036675,4.583264431333537,27
597,32.502361767157545,4.587441896094137,27
598,32.50152820227841,4.59162486925416,27
599,32.50069463739928,4.595811516023328,27
600,32.49986107252015,4.6,27
601,32.49902750764101,4.604188483976671,27
602,32.49819394276188,4.60837513074584,27
603,32.49736037788274,4.6125581039058625,27
604,32.49652681300361,4.616735568666463,27
605,32.49569324812448,4.620905692653531,27
606,32.494859683245345,4.6250666467128605,27
607,32.494026118366214,4.6292166057124815,27
608,32.49319255348708,4.63335374934322,27
609,32.49235898860795,4.637476262917144,27
610,32.49152542372882,4.641582338163552,27
611,32.49069185884968,4.645670174022131,27
612,32.48985829397055,4.649737977432971,27
613,32.48902472909141,4.653783964123052,27
614,32.48819116421228,4.657806359388894,27
615,32.48735759933315,4.661803398874989,27
616,32.486524034454014,4.665773329347716,27
617,32.485690469574884,4.669714409464363,27
618,32.48485690469575,4.673624910536935,27
619,32.484023339816616,4.67750311729042,27
620,32.483189774937486,4.68134732861516,27
621,32.48235621005835,4.685155858313014,27
622,32.48152264517922,4.688927035836985,27
623,32.48068908030008,4.692659207023972,27
624,32.47985551542095,4.696350734820342,27
625,32.47902195054182,4.7,27
626,32.47818838566268,4.703605401874626,27
627,32.47735482078355,4.707165358995799,27
628,32.476521255904416,4.710678309848668,27
629,32.475687691025286,4.714142713536885,27
630,32.47485412614615,4.7175570504584945,27
631,32.47402056126702,4.7209198229724745,27
632,32.47318699638789,4.724229556055662,27
633,32.47235343150875,4.727484797949738,27
634,32.47151986662962,4.730684120798021,27
635,32.47068630175048,4.733826121271771,27
636,32.46985273687135,4.736909421185738,27
637,32.46901917199222,4.739932668102672,27
638,32.468185607113085,4.742894535926561,27
639,32.467352042233955,4.7457937254842815,27
640,32.46651847735482,4.748628965095478,27
641,32.46568491247569,4.751399011130351,27
642,32.46485134759656,4.754102648555158,27
643,32.46401778271742,4.756738691465168,27
644,32.46318421783829,4.759305983604839,27
645,32.46235065295915,4.7618033988749895,27
646,32.46151708808002,4.76422984182674,27
647,32.46068352320089,4.76658424814202,27
648,32.459849958321755,4.768865585100403,27
649,32.459016393442624,4.771072852032101,27
650,32.45818282856349,4.773205080756887,27
651,32.45734926368436,4.775261336008772,27
652,32.45651569880523,4.777240715846243,27
653,32.45568213392609,4.779142352047883,27
654,32.45484856904696,4.780965410493204,27
655,32.45401500416782,4.7827090915285195,27
656,32.45318143928869,4.7843726303177,27
657,32.45234787440956,4.78595529717765,27
658,32.451514309530424,4.787456397898378,27
659,32.450680744651294,4.788875274047496,27
660,32.449847179772156,4.7902113032590306,27
661,32.449013614893026,4.791463899506413,27
662,32.448180050013896,4.792632513359531,27
663,32.44734648513476,4.793716632225726,27
664,32.44651292025563,4.794715780574632,27
665,32.44567935537649,4.795629520146761,27
666,32.44484579049736,4.796457450145738,27
667,32.44401222561823,4.797199207414101,27
668,32.44317866073909,4.7978544665925975,27
669,32.44234509585996,4.7984229402628955,27
670,32.441511530980826,4.7989043790736545,27
671,32.440677966101696,4.7992985718499,27
672,32.43984440122256,4.799605345685654,27
673,32.43901083634343,4.799824566019772,27
674,32.4381772714643,4.799956136694969,27
675,32.43734370658516,4.8,27
676,32.43651014170603,4.799956136694969,27
677,32.43567657682689,4.799824566019772,27
678,32.43484301194776,4.799605345685654,27
679,32.43400944706863,4.7992985718499,27
680,32.433175882189495,4.7989043790736545,27
681,32.432342317310365,4.7984229402628955,27
682,32.43150875243123,4.7978544665925975,27
683,32.4306751875521,4.797199207414101,27
684,32.42984162267297,4.796457450145738,27
685,32.42900805779383,4.795629520146761,27
686,32.4281744929147,4.794715780574632,27
687,32.42734092803556,4.793716632225726,27
688,32.42650736315643,4.792632513359531,27
689,32.4256737982773,4.791463899506414,27
690,32.424840233398164,4.7902113032590306,27
691,32.424006668519034,4.788875274047496,27
692,32.4231731036399,4.787456397898378,27
693,32.42233953876077,4.78595529717765,27
694,32.42150597388164,4.7843726303177,27
