time_days,cycle,temperature,current,voltage,SOH_real
139,139,24.222195685404,28.536702908134,3.83134279613363,0.931267145999325
140,140,25.0292701889114,22.751337558851,3.60285108403559,0.916265407633696
141,141,25.2391991399402,10.3787573495647,3.64938698418307,0.953204693868486
142,142,24.8827342641842,13.6868126230504,3.66579821423031,0.889311332036562
143,143,25.2654509748067,10.5348141840506,3.71539989372721,0.884760296962937
144,144,25.3770895965088,28.6999734205399,3.68121748980249,0.892772410106196
145,145,25.3409334336646,19.6893471668634,3.72812082677689,0.91620254330002
146,146,24.8960397771411,25.8957111807151,3.63047813209604,0.911663750734153
147,147,25.1326737053125,19.1367068018242,3.75774452602311,0.90746281330028
148,148,24.7238648856582,19.884185218346,3.71324593697665,0.930344086116851
149,149,25.7548467907807,18.514279049972,3.71649211645575,0.907972511050832
150,150,24.6400137160866,27.8354431026331,3.63850155003674,0.920744181332867
151,151,24.4237203133277,27.4857023988542,3.67022915635362,0.942368755061575
152,152,24.6869114391517,22.6630073904553,3.708210230561,0.93238137216927
153,153,24.6528691212598,15.8455862559018,3.66172608504408,0.898863663302309
154,154,24.3607252679151,15.8335668077458,3.74078401127978,0.952412533261011
155,155,24.3615276846185,14.9100008734387,3.66823143180764,0.926854526005633
156,156,25.8646687200046,24.086958404363,3.66056768106735,0.911446203764462
157,157,25.0335665809444,25.4922374585691,3.72336179749211,0.884916796076653
158,158,24.5381166228126,26.4530712231721,3.65521724397358,0.939669045129081
159,159,25.5335538403107,26.1237929146745,3.74848787242906,0.902778078142218
160,160,24.5207768785612,15.0754190696673,3.62430806081685,0.902131722172047
161,161,25.7671187444808,26.0099972153746,3.66336704547521,0.904395200569227
162,162,24.8541854758083,22.5941744492524,3.80171972650335,0.907726964140589
163,163,24.6156731185164,14.630031343448,3.65753455607961,0.946861232535957
164,164,25.6601502407226,17.6215352310894,3.67667361737316,0.929054780244822
165,165,24.7211476159481,19.0640328080437,3.71389024958959,0.8997959816991
166,166,25.0044721696819,20.0111911621943,3.7178066144558,0.932590610996865
167,167,25.3635802764995,20.8114309034849,3.84642840748192,0.893166353612093
168,168,25.1451904303886,16.9029031727165,3.76998700860556,0.878264321882964
169,169,24.6804752502591,15.8286005607249,3.67465005373227,0.889885278204312
170,170,23.946853590494,24.0705718055446,3.73321765068425,0.886255601505537
171,171,24.6089476363908,28.6815682906136,3.77106868754941,0.895301924607344
172,172,25.3412486502627,21.8834951458915,3.69753713505998,0.895820674632841
173,173,25.5382083235559,21.8618154548973,3.57859917207902,0.91311705205017
174,174,25.1228168347111,24.7746206772035,3.68464708015847,0.881892118504408
175,175,25.4635566778546,17.4528636705816,3.6350459079827,0.915395212739105
176,176,25.1614071247456,19.0654075121292,3.72923667929549,0.888662102585833
177,177,25.7261264476902,20.1875112904273,3.69457940801281,0.904424750982391
178,178,25.7495660526087,28.5742167060951,3.75245042121562,0.930360820580234
179,179,24.7083425342995,19.0157561329609,3.64926513591555,0.895704942021418
180,180,25.0100805293183,22.7486973610747,3.75767318734891,0.902415595994609
181,181,25.3006379656823,19.1872771564831,3.64189110376271,0.877905707652325
182,182,25.6416625342949,21.0754891882951,3.77564978697688,0.895822383871786
183,183,25.0738260078892,10.8246531784904,3.7089833761963,0.874807759243693
184,184,24.7425837349151,26.044043578128,3.75965609648357,0.886547107906334
185,185,24.9850479933154,23.4302326983381,3.62863732737851,0.875226134569172
186,186,24.3335122735976,14.0065518958114,3.74317323394507,0.890585617979766
187,187,24.7338994393218,10.2917274698315,3.67028664798778,0.870557791414429
188,188,24.5702331435169,25.2633205021404,3.62306672282792,0.904717452842826
189,189,25.091152726663,21.350235197247,3.76309882609819,0.892249983337831
190,190,24.8779340879926,23.084276016137,3.72053996518537,0.860717421939052
191,191,25.5728319039406,22.694807770123,3.69210012791799,0.846582619159411
192,192,25.0982160884936,24.6866040148515,3.71140960543466,0.855073563586514
193,193,24.4332327053246,27.7465315890365,3.67579254393879,0.86589406141786
194,194,25.2196303545316,23.3181802094731,3.63191925747674,0.883745539846346
195,195,24.5023938607741,12.4134920286544,3.59440594192941,0.891033316508882
196,196,25.1036582338169,24.2747118367666,3.61418293970128,0.85856609709172
197,197,26.2226295311233,18.9445435975985,3.67652490174803,0.846308201987598
198,198,24.7811788368924,22.8196470554487,3.73360643892769,0.871597121229785
199,199,25.1008328254416,22.9779225723211,3.69475128229907,0.846778131235846
200,200,25.5729062071256,23.5675078899438,3.70671550612137,0.875567319791595
201,201,24.4924540349651,11.1765527813611,3.67727284238993,0.856630635850932
202,202,25.6271615454933,14.4790652719316,3.71563356590632,0.888052288595212
203,203,24.7995861509572,13.3596315298978,3.74070839922198,0.865776113171243
204,204,25.4163475483184,28.5705881342718,3.66273975641515,0.879283986709913
205,205,24.7331013999448,20.3046198151599,3.63662890856942,0.85805563635605
206,206,25.8653549681074,23.4672703392206,3.72718086911537,0.911452802405084
207,207,25.5965984036221,23.3560045026276,3.6677891875253,0.877870110011028
208,208,24.656936652429,11.629228503957,3.58928458801086,0.870013035409559
209,209,25.9146049181264,14.5014693983317,3.71232113496757,0.848419073195229
210,210,24.860280283675,15.6837841895609,3.72990411317215,0.881151830270039
211,211,25.4033040563869,28.2752745043138,3.73516077008575,0.851858264471923
212,212,25.0889386408073,14.5820313000801,3.71853642374052,0.849792128946499
213,213,24.9975637551698,14.9724081868457,3.69603460828933,0.858398324734841
214,214,26.015497456204,23.5258150825977,3.70616943203651,0.858639142117655
215,215,24.2306913421292,22.9698132317693,3.79676931293341,0.85890010985759
216,216,24.2412770626204,24.0735370518699,3.70231321422681,0.903953515209895
217,217,25.405940412492,26.742065580635,3.68242300095649,0.883103150291616
218,218,23.918218117268,24.5459140604559,3.769591857674,0.896663993383336
219,219,25.4108277013738,10.3886877961038,3.7578597997005,0.815357063760847
220,220,25.6535082309002,21.6749295797429,3.78540432525934,0.862804414150881
221,221,24.2567988329883,28.417536470641,3.748270951797,0.864738634446187
222,222,24.9837369640618,11.8335601349297,3.72792997024153,0.860677159344735
223,223,24.7006185474906,21.0912122034478,3.7695094877011,0.899504241142672
224,224,25.466339644089,28.6160558948279,3.69171021989193,0.85558406197388
225,225,24.6833658788886,13.9890588677104,3.68546784658466,0.849125090783938
226,226,25.4018943975242,20.5063916934517,3.6597197116329,0.871088992537292
227,227,24.6178476785309,12.5347821568459,3.78671049421733,0.83922679905484
228,228,25.5386992591317,24.9745456024866,3.81742621460568,0.896072319690561
229,229,25.1864067989522,16.2933738488518,3.75086251154086,0.883123267658288
230,230,24.4070559117753,13.7434826264091,3.67052033813604,0.908938339890226
231,231,24.4244519102741,29.6079025250567,3.63984268142117,0.872808826775674
232,232,25.0283243761013,24.256542662805,3.65491142279901,0.865213671001162
233,233,24.010975333574,26.5129997998975,3.70286510253809,0.885293117079224
234,234,25.4578736280911,23.6643963851761,3.63568450278325,0.862625051815241
235,235,25.7382293553299,23.7880360406679,3.62245108945607,0.858929443176573
236,236,25.3306738556823,20.6175176368968,3.62462176991342,0.83983828503606
237,237,24.4262628026995,13.7770740372553,3.72249022779546,0.842632324999389
238,238,25.120242771756,19.8603141352439,3.59800072666688,0.856774177819262
239,239,26.1188532303034,21.1907973301847,3.72459622094256,0.870152215987795
240,240,25.6288402433639,26.5656054176256,3.72116073381493,0.875880893419264
241,241,25.272898873349,14.0573721375074,3.64720255303157,0.842612248386038
242,242,25.4370569227984,20.5549243928163,3.65269967939269,0.845658017986758
243,243,25.6717072523082,26.1562241535139,3.67105569978839,0.83682680104023
244,244,25.0960377254056,17.1020891804078,3.66811642225463,0.82893751620964
245,245,24.9467419523736,20.9551006934448,3.74234976942113,0.859154638612187
246,246,24.8651117381969,24.3487568227887,3.69282630932205,0.84673631799833
247,247,25.0807658718516,14.050247297218,3.65742332926881,0.87882390716901
248,248,24.8838610024265,22.875137975327,3.72521609129626,0.842879188706129
249,249,24.6179420937317,10.0017803196687,3.74900555069802,0.868381862210247
250,250,24.5351707853374,20.2635396039111,3.61371036918282,0.840067195914057
251,251,25.3039335609701,21.3965802618617,3.76019781223335,0.858731680305416
252,252,24.7174445369138,10.1407339984188,3.64851079121318,0.873707258438197
253,253,24.529410563154,27.8494490609858,3.60275836477525,0.844784195217006
254,254,24.3143315671254,26.6638721171747,3.70374249893664,0.852250145858213
255,255,24.3132175587381,25.5033091922774,3.75654690270283,0.794630762929153
256,256,25.3433043170126,25.7627127274014,3.76119437002723,0.83726483491719
257,257,24.8179727114507,17.4725916074508,3.68034309137784,0.850090404710005
258,258,25.309525526287,13.0462395551286,3.73448168495199,0.847697513633147
259,259,25.6077024744502,17.0452060593061,3.69379865197769,0.878134025761305
260,260,24.8665850534624,22.901958466448,3.69040222188716,0.851100133803563
261,261,25.3627262052068,28.6387349395103,3.75752297585842,0.843654488059609
262,262,26.4479758353098,11.8664207044333,3.7119353025167,0.853528154539395
263,263,24.8323163530691,24.775555431675,3.74808408655894,0.816631582646558
264,264,25.2238048216114,11.1053471707784,3.72449154510956,0.832526826455587
265,265,24.8472633044175,25.1431693899296,3.66776005982551,0.851214209767119
266,266,25.5584739597344,19.2697871022573,3.72754545200062,0.836022741206616
267,267,24.7998883525558,10.9000889649818,3.69228480450221,0.792204358523267
268,268,24.79142345661,26.8405900886927,3.63874437583737,0.853940616683022
269,269,25.3314896450561,13.2942312425151,3.71022185558104,0.811509386520196
270,270,24.9891236133765,12.3014787078827,3.69962923462733,0.813022310455399
271,271,24.657681435795,15.4312174311455,3.67379018692008,0.846188047152707
272,272,23.9165914371668,16.2877257476359,3.70591146501079,0.832214576040287
273,273,24.2960651995329,22.121792465756,3.65762604837503,0.820885336359713
274,274,24.7296713352165,23.5493341335758,3.79512930545069,0.804279091110295
275,275,25.394156717572,29.7528451373281,3.62023358416205,0.822824344394141
276,276,25.3494632860496,29.865215039892,3.62298225025036,0.790923950634393
277,277,25.273093537843,25.1507268366575,3.75256279315128,0.841162972736966
278,278,25.513911941801,15.5011921310336,3.66162799259579,0.83196039020306
279,279,24.9003146284146,29.0802748938557,3.66802321989884,0.806752027508134
280,280,25.1907856319182,18.2216474802463,3.6680976274236,0.828316648230844
281,281,24.9690728734455,14.3324656836058,3.74485657537959,0.890404346055385
282,282,25.2246153630438,22.582601574701,3.70593239225041,0.835526807602311
283,283,24.9072502194001,10.2973807336519,3.72485137025673,0.838430078948356
284,284,25.5163872600467,10.8659957233824,3.6069990374884,0.862063715215466
285,285,24.2191564897362,13.6052426793739,3.61090086144311,0.83698174244451
286,286,26.1809621872163,14.0093018745693,3.71093570340412,0.828851470565099
287,287,24.8648723226425,24.3871512583609,3.60597690571657,0.829506122073294
288,288,24.3839473202511,18.8573512204103,3.79501667848869,0.833838790508524
289,289,24.4274854191087,26.9098525896703,3.71601548149472,0.848270939321969
290,290,24.9793657487313,17.7958020372398,3.76532654481685,0.832269148534148
291,291,25.6509000459272,26.7510439700813,3.61138432574127,0.849095077438752
292,292,24.5283471329317,24.9683730595195,3.72660773539008,0.822861803842865
293,293,25.2095116377888,21.6772208896828,3.72451135048982,0.840993740157242
294,294,24.5871137950219,13.2114719505296,3.75725628921801,0.81345113755169
295,295,25.477336111624,20.5768037171283,3.68259914137309,0.840307023451252
296,296,24.724164573767,19.2534180860379,3.6315930183657,0.799142888188105
297,297,24.6012425030399,17.5908769476003,3.6641030035898,0.812956080760397
298,298,26.0882033267831,11.8645997364008,3.67368752363957,0.811320710234175
299,299,25.1397381422207,15.1829089525958,3.68381452510632,0.856915537087481
300,300,25.6541032589609,16.7167328557982,3.68934227730405,0.799985517306894
301,301,25.4787453946535,17.5022442626424,3.71270183881295,0.794833494869164
302,302,25.105134449346,12.9251931018177,3.8051315670774,0.824369375987728
303,303,25.6767005141726,16.335397604553,3.65818006154231,0.794281827929998
304,304,24.9429589856809,15.6245081229058,3.66661585402436,0.796834223097457
305,305,25.2730277780189,26.4024724834364,3.78768069901229,0.826607785225059
306,306,24.2231116226497,16.841793160791,3.82335223708717,0.822291266689537
307,307,24.3890186291411,27.4400429093356,3.66335643444824,0.842856007249784
308,308,25.3826130793241,15.3605897668123,3.60429879991376,0.823042810565525
309,309,24.8229491772615,25.5086353406825,3.72479091344504,0.843538271500363
310,310,24.7949143588934,22.1841798898899,3.66478777056144,0.830220214356976
311,311,25.1921207945776,10.3593767926213,3.69613563800986,0.846198465254009
312,312,23.6854744340945,24.0302289454941,3.69500678627514,0.815608188978216
313,313,24.8198485064542,10.315046138701,3.71612138109256,0.770729571251931
314,314,24.4600638697084,23.6778624602945,3.63458032115973,0.798881357661457
315,315,25.2361646372184,27.5580327164145,3.7118571461463,0.806187800724016
316,316,25.0152739454214,18.6361213495186,3.67912908254033,0.814425571014458
317,317,24.2339990064574,22.6268583043787,3.62550872079104,0.800669193215874
318,318,24.9503261316537,21.7208148536627,3.69290424752563,0.820033629551559
319,319,24.8871083814403,14.5482248182431,3.64770077670616,0.813710751528603
320,320,25.2621689851984,25.6930936044297,3.84320561188349,0.847145003771455
321,321,24.6871500447477,15.7527259210668,3.70251026994511,0.782074145866001
322,322,24.3252546353183,28.4875120547235,3.69507094325159,0.807163178238943
323,323,24.9622120731943,15.9695027610906,3.68849414438883,0.799143716320389
324,324,25.2506485832632,20.7260637263689,3.69411246682954,0.831148342406277
325,325,25.1804480116435,16.6729496630315,3.760854937964,0.815971167696029
326,326,25.3302977364712,14.7458792430163,3.63066996002673,0.820745711118535
327,327,24.5316260238705,20.9047845290608,3.66160844254778,0.801778587544024
328,328,24.5740402067699,12.1537124635504,3.75065169419027,0.821664657815378
329,329,24.6654344662427,12.7431063106588,3.72350425813628,0.833298246198123
330,330,25.3086275567026,11.8885495721829,3.69034686603939,0.788357107649574
331,331,25.1418203018121,16.2176723459044,3.76767405505257,0.783553707623647
332,332,25.1754878510169,26.2527277155197,3.69500509306159,0.802409880731706
333,333,25.5087519571323,20.2711536977185,3.74745614030056,0.786631465218502
334,334,25.3388281024916,27.3295284198568,3.69984242406788,0.824417633102874
335,335,24.9129189845789,29.6097441337171,3.78950310206862,0.793707218006029
336,336,25.0808027254293,16.5330528336957,3.74144469370994,0.776525207576087
337,337,26.1140407681275,14.3923374831571,3.7325820384802,0.799619905392244
338,338,25.7208382541203,20.3644748181083,3.65720701619859,0.781679794874514
339,339,24.7757322220292,17.0601170206777,3.67798085469153,0.767522559430819
340,340,24.0676862334117,27.1895428881289,3.71923952266024,0.804129286749368
341,341,24.8037895428577,15.2004130920923,3.71445491836862,0.784305442576039
342,342,25.0671151732694,26.874420620078,3.62867163712562,0.802553212399256
343,343,24.0011825298165,21.6560310865098,3.71384051887888,0.817798611529753
344,344,25.6514406650853,24.388110671458,3.71768197290226,0.792871339967075
345,345,25.709664652045,16.8704755368315,3.61167950878395,0.780485153101468
346,346,24.9941741666819,10.1854783619183,3.64243757446454,0.79921283685679
347,347,24.8039141366899,13.848929554883,3.77306656653279,0.809627723674402
348,348,25.3757027866019,20.1477556590064,3.67278968300763,0.799753654404888
349,349,25.3655383725328,10.4848367715426,3.64342513389762,0.78997059482566
350,350,24.9359550476538,21.0008287803149,3.68198258509759,0.788777489219532
351,351,24.7218339637286,15.5236820281365,3.76241764284751,0.769286109446664
352,352,25.1287929282139,23.9248241835059,3.72144048007931,0.786303021403859
353,353,25.9307453303983,27.6270562931416,3.58747976758583,0.787560744639256
354,354,24.2724868799734,10.493628044896,3.67243947763223,0.799830918935937
355,355,25.8590170646585,16.8241292003959,3.62044097626483,0.802819559202415
356,356,24.0818848404717,18.4281135506344,3.66944233045638,0.79086591873406
357,357,24.5815330612972,11.6002231733573,3.60499934784897,0.769776358991192
358,358,25.2872369157648,11.5870761834664,3.73343738880056,0.757665517280494
359,359,25.5547545235512,11.4475249839732,3.75140519488196,0.786587021794256
360,360,24.5682567269497,28.0068201216218,3.74226677698999,0.779887896154429
361,361,24.9080996778906,29.3861659773282,3.74998650310643,0.786584498838813
362,362,24.591909228848,17.8261391762312,3.76221985441181,0.735857567222657
363,363,24.2293915210226,16.2717020973451,3.65926581602551,0.794767491591273
364,364,25.5704799992531,21.0662715987489,3.6745501106926,0.78797596237399
365,365,24.7593173712078,25.8409612499478,3.63070014352258,0.779346716670715
366,366,25.0152897137479,25.9662816616042,3.60169271656625,0.77262265759606
367,367,26.0565121178013,27.265170811198,3.65323138708723,0.791853454039184
368,368,25.1708865963288,25.9592440889462,3.63434552027828,0.783762581267343
369,369,24.9868982963485,10.1275282046157,3.70267188030313,0.76442741262983
370,370,25.3601390288591,28.3980272626974,3.68125465474992,0.778391151861593
371,371,25.1201599387403,10.3592448261119,3.72180494028033,0.758455026143136
372,372,24.3967949600515,10.5883295975413,3.65331363762126,0.761387052738679
373,373,25.3671380363819,24.229038327366,3.71699004356778,0.806927916210986
374,374,25.0042006930227,20.7682837308028,3.70976889568134,0.738384564860541
375,375,24.9555030542614,20.4917716103795,3.61801015860676,0.750731209308286
376,376,25.3809583838782,20.0447986083235,3.60205217689454,0.827552248991713
377,377,25.0977582583288,11.3134499645055,3.58331683312464,0.775846399089421
378,378,24.7260214351131,14.600812475162,3.66724852895686,0.781271366065344
379,379,24.3962986634369,12.3408063962509,3.7041859475452,0.799896226040936
380,380,25.3255937059285,29.795421228404,3.72557044615055,0.733321358334721
381,381,25.3937238476002,11.4103298216579,3.65026655757584,0.806754847324689
382,382,25.1016186594145,11.2004731183047,3.67875901418526,0.792146690392371
383,383,25.0458670678094,23.2315420305826,3.58645656752083,0.749404857010775
384,384,24.9551290206963,16.8811553895554,3.78911871020626,0.764298959764944
385,385,24.9408468086597,12.5702669646767,3.660639679613,0.777875608058434
386,386,24.8949744174643,22.7427132769577,3.7187458372153,0.751221344236546
387,387,25.7167958590265,24.9297633990958,3.6198430972918,0.75513546175736
388,388,25.5803052303922,26.1053459527087,3.67537256022087,0.756949164416279
389,389,24.8135727822447,15.3805426317214,3.74798364989517,0.76376382091441
390,390,25.3698614679856,18.6795955796672,3.63940726114058,0.75311497879577
391,391,24.7101102928613,18.0361297452827,3.72493773241567,0.777524526958763
392,392,24.6415944139121,22.162846788699,3.64094184671511,0.766811738329588
