time_s,current_A,voltage_ADC_V,temperature_C,soc_real
33,4.67267940464018,1.176636602976799,27,0.9963746067213485
34,4.537185060024435,1.1773140746998778,27,0.9962695792894035
35,4.728638213699553,1.1763568089315022,27,0.9961601200714938
36,4.574294759118693,1.1771285262044064,27,0.9960542336187364
37,4.6277552513493525,1.1768612237432532,27,0.9959471096545848
38,4.506689392281289,1.1774665530385935,27,0.9958427881408746
39,4.500306837359787,1.177498465813201,27,0.9957386143714912
40,4.668820530645288,1.1766558973467736,27,0.9956305398221708
41,4.555639316979261,1.1772218034151036,27,0.9955250852083518
42,4.514617691249562,1.1774269115437521,27,0.9954205801692024
43,4.535681665797297,1.1773215916710136,27,0.9953155875380497
44,4.669895307171742,1.1766505234641413,27,0.995207488109643
45,4.5370962138796385,1.1773145189306018,27,0.9951024627343217
46,4.588234506839783,1.177058827465801,27,0.994996253602219
47,4.60150277502871,1.1769924861248566,27,0.9948897373342784
48,4.40826511139897,1.1779586744430053,27,0.9947876941604035
49,4.452887359462648,1.177735563202687,27,0.9946846180641197
50,4.6336277889247555,1.1768318610553763,27,0.9945773581615982
51,4.52629706388473,1.1773685146805764,27,0.9944725827666009
52,4.705672491128041,1.1764716375443598,27,0.9943636551626396
53,4.6966807104250545,1.1765165964478748,27,0.9942549357017502
54,4.671916866635543,1.1766404156668222,27,0.9941467894779854
55,4.7819771787312595,1.1760901141063438,27,0.994036095561811
56,4.591691067225681,1.1770415446638716,27,0.9939298064167364
57,4.664888192590383,1.1766755590370481,27,0.9938218228937598
58,4.5415599023403965,1.177292200488298,27,0.9937166941923167
59,4.845236991286872,1.1757738150435657,27,0.9936045359286295
60,4.798363365243602,1.1760081831737819,27,0.9934934627025822
61,4.601188043451779,1.176994059782741,27,0.9933869537200949
62,4.638658622990519,1.1768067068850474,27,0.9932795773630813
63,4.7359297599364805,1.1763203512003177,27,0.993169949359379
64,4.585286049518589,1.177073569752407,27,0.9930638084786031
65,4.534337592920029,1.1773283120354,27,0.9929588469602485
66,4.687398975100688,1.1765630051244966,27,0.9928503423543433
67,4.607843924608367,1.1769607803769582,27,0.992743679300533
68,4.618299444964526,1.1769085027751773,27,0.9926367742207884
69,4.516572865693203,1.177417135671534,27,0.9925322239229715
70,4.42823278516366,1.1778588360741817,27,0.992429718534426
71,4.6236142409879095,1.1768819287950605,27,0.9923226904269957
72,4.69049620414942,1.176547518979253,27,0.9922141141259737
73,4.577419325092396,1.177112903374538,27,0.9921081553453003
74,4.743642951955886,1.1762817852402205,27,0.9919983487954865
75,4.5296083674584455,1.1773519581627077,27,0.9918934967499435
76,4.494529554503408,1.177527352227483,27,0.9917894567139597
77,4.593276969280386,1.177033615153598,27,0.9916831308581893
78,4.591740742464871,1.1770412962876757,27,0.9915768405632248
79,4.676996873133522,1.1766150156343325,27,0.9914685767467171
80,4.522503717593601,1.177387481412032,27,0.9913638891606616
81,4.736809423681489,1.1763159528815925,27,0.9912542407943727
82,4.796691696250825,1.1760165415187458,27,0.9911432062643669
83,4.596085597303166,1.1770195720134842,27,0.991036815394059
84,4.724971042018431,1.1763751447899078,27,0.9909274410643827
85,4.494350292937473,1.1775282485353125,27,0.9908234051779721
86,4.707522154118191,1.176462389229409,27,0.9907144347577378
87,4.704727640855946,1.1764763617957201,27,0.9906055290253106
88,4.686343728018987,1.1765682813599052,27,0.9904970488464213
89,4.59844369111297,1.177007781544435,27,0.9903906033906085
90,4.304575105875797,1.178477124470621,27,0.9902909604483429
91,4.535827285634786,1.177320863571826,27,0.9901859644463605
92,4.537408398231539,1.1773129580088422,27,0.9900809318445496
93,4.502174506193952,1.1774891274690302,27,0.9899767148420915
94,4.612224300454706,1.1769388784977264,27,0.989869950390692
95,4.558103655447876,1.1772094817227605,27,0.9897644387320012
96,4.517538799023497,1.1774123060048827,27,0.9896598660746163
97,4.494119985175217,1.1775294000741239,27,0.989555835519404
98,4.5284487014514765,1.1773577564927427,27,0.9894510103179814
99,4.712149921184992,1.176439250394075,27,0.9893419327735096
100,4.53389749453725,1.177330512527314,27,0.9892369814426175
101,4.548506129356673,1.1772574693532165,27,0.9891316919488824
102,4.554330238497675,1.1772283488075117,27,0.989026267637806
103,4.633899351380942,1.1768305032430955,27,0.9889190014491167
104,4.645624948852853,1.1767718752557357,27,0.9888114638345599
105,4.295534346075684,1.1785223282696216,27,0.9887120301691414
106,4.702163521382761,1.176489182393086,27,0.9886031837913317
107,4.743636803424375,1.176281815982878,27,0.988493377383845
108,4.494981346263833,1.1775250932686807,27,0.9883893268897185
109,4.502770175526516,1.1774861491223674,27,0.9882850960986184
110,4.554974661222173,1.1772251266938891,27,0.9881796568703494
111,4.524399598054339,1.1773780020097282,27,0.9880749253981722
112,4.62239268739466,1.1768880365630268,27,0.9879679255674454
113,4.405347471364113,1.1779732626431794,27,0.9878659499315342
114,4.488207239196326,1.1775589638040185,27,0.9877620562454418
115,4.753919720017491,1.1762304013999125,27,0.9876520118074783
116,4.507178003265198,1.177464109983674,27,0.9875476789833287
117,4.724342827810292,1.1763782858609484,27,0.987438319195648
118,4.635533819559013,1.176822330902205,27,0.987331015172047
119,4.419073228541174,1.177904633857294,27,0.9872287218102752
120,4.663532919521621,1.1766823354023919,27,0.9871207696593604
121,4.588233269780714,1.1770588336510965,27,0.9870145605558932
122,4.554453294375025,1.177227733528125,27,0.9869091333963012
123,4.6244957093172,1.176877521453414,27,0.9868020848845115
124,4.647463348556679,1.1767626832572167,27,0.986694504714406
125,4.670759182197462,1.1766462040890127,27,0.9865863852888922
126,4.7178252847548,1.176410873576226,27,0.9864771763702636
127,4.640813591277835,1.176795932043611,27,0.9863697501297247
128,4.462436591121364,1.1776878170443932,27,0.9862664529864117
129,4.55263545423488,1.1772368227288257,27,0.9861610679064526
130,4.894304833526862,1.1755284758323659,27,0.986047773813084
131,4.672449106038172,1.1766377544698092,27,0.9859396152689627
132,4.83692873008115,1.1758153563495943,27,0.9858276493261368
133,4.739543408219919,1.1763022829589005,27,0.9857179376731686
134,4.624180207155574,1.1768790989642222,27,0.9856108964646697
135,4.6301407069781115,1.1768492964651096,27,0.9855037172816378
136,4.596341996012315,1.1770182900199384,27,0.9853973204761746
137,4.426219538415349,1.1778689023079232,27,0.985294861690563
138,4.601804725246822,1.1769909763737658,27,0.9851883384330342
139,4.72106745525422,1.176394662723729,27,0.9850790544641626
140,4.54003600051788,1.1772998199974105,27,0.9849739610382247
141,4.6411952999061805,1.176794023500469,27,0.984866525961838
142,4.685159104589319,1.1765742044770533,27,0.9847580732047873
143,4.509031956068752,1.177454840219656,27,0.9846536974650635
144,4.554869713565633,1.1772256514321717,27,0.9845482606661383
145,4.498208850952284,1.1775089557452385,27,0.9844441354612552
146,4.517783439331059,1.1774110828033446,27,0.9843395571409003
147,4.471239471634694,1.1776438026418266,27,0.984236056227205
148,4.509955153862197,1.177450224230689,27,0.9841316591171619
149,4.7419455680797835,1.176290272159601,27,0.9840218918586415
150,4.508452297090971,1.1774577385145453,27,0.9839175295369497
151,4.6126459219060685,1.1769367703904696,27,0.9838107553257944
152,4.549713124632904,1.1772514343768354,27,0.9837054378923539
153,4.717886593703693,1.1764105670314815,27,0.9835962275545366
154,4.731116229660361,1.176344418851698,27,0.9834867109751463
155,4.6864069982138945,1.1765679650089305,27,0.9833782293316692
156,4.630613455310275,1.1768469327234485,27,0.9832710392053888
157,4.57689404631591,1.1771155297684204,27,0.9831650925839464
158,4.4808125295808745,1.1775959373520957,27,0.9830613700716875
159,4.794352888112219,1.176028235559439,27,0.982950389680759
160,4.524032698224744,1.1773798365088761,27,0.9828456667016334
161,4.666364634703283,1.1766681768264835,27,0.982737649001756
162,4.705956557262339,1.1764702172136883,27,0.9826287148221897
163,4.544471950309466,1.1772776402484526,27,0.9825235187122289
164,4.703801252731596,1.176480993736342,27,0.9824146344239713
165,4.676421320333885,1.1766178933983304,27,0.982306383930445
166,4.772796383538176,1.176136018082309,27,0.9821959025326779
167,4.553065353357328,1.1772346732332133,27,0.9820905075013502
168,4.4714135982720284,1.17764293200864,27,0.9819870025569457
169,4.549451024455548,1.1772527448777221,27,0.9818816911906388
170,4.620885354253433,1.1768955732287327,27,0.981774726251883
171,4.605821272708505,1.1769708936364576,27,0.9816681100187185
172,4.560656210372545,1.1771967189481374,27,0.981562539273108
173,4.4090802541022756,1.1779545987294886,27,0.9814604772301889
174,4.64704829961291,1.1767647585019354,27,0.9813529066676979
175,4.797234447908219,1.176013827760459,27,0.9812418595739963
176,4.6464251238123,1.1767678743809387,27,0.981134303436871
177,4.660913551905351,1.1766954322404732,27,0.9810264119194658
178,4.65724453061551,1.1767137773469225,27,0.980918605333109
179,4.63970466698824,1.1768014766650587,27,0.9808112047621139
180,4.693166596686809,1.1765341670165659,27,0.9807025666464498
181,4.6395373681185665,1.1768023131594072,27,0.9805951699481138
182,4.568732283034672,1.1771563385848265,27,0.9804894122563769
183,4.520401108999124,1.1773979944550044,27,0.9803847733418167
184,4.575102634471932,1.1771244868276403,27,0.980278868188241
185,4.631412949645067,1.1768429352517746,27,0.9801716595551473
186,4.568391703887702,1.1771580414805616,27,0.980065909747187
187,4.631433868313143,1.1768428306584342,27,0.9799587006298649
188,4.643915013370042,1.1767804249331497,27,0.979851202597148
189,4.683317943127018,1.176583410284365,27,0.9797427924595756
190,4.728279496883897,1.1763586025155806,27,0.9796333415452959
191,4.6078007418478855,1.1769609962907606,27,0.9795266794910864
192,4.469222343485233,1.1776538882825738,27,0.9794232252701724
193,4.565489590318081,1.1771725520484098,27,0.979317542640767
194,4.60440625674066,1.1769779687162967,27,0.9792109591626016
195,4.41642312438229,1.1779178843780884,27,0.9791087271458335
196,4.738866452010248,1.1763056677399488,27,0.9789990311631481
197,4.614237791251046,1.1769288110437448,27,0.9788922201031655
198,4.638135283458028,1.17680932358271,27,0.9787848558604928
199,4.736552646252626,1.176317236768737,27,0.9786752134381258
200,4.536985716985765,1.177315071415071,27,0.978570190620603
201,4.657404193088403,1.176712979034558,27,0.9784623803383556
202,4.589013587689806,1.177054932061551,27,0.9783561531719739
203,4.581591313298408,1.177092043433508,27,0.9782500978174994
204,4.522780761219562,1.1773860961939022,27,0.9781454038183971
205,4.766560321368653,1.1761671983931568,27,0.9780350667739209
206,4.562449995992442,1.1771877500200376,27,0.9779294545054952
207,4.66994642468957,1.176650267876552,27,0.9778213538938126
208,4.4124992612528064,1.177937503693736,27,0.9777192127072095
209,4.717998852968979,1.1764100057351552,27,0.9776099997707982
210,4.705221115595705,1.1764738944220214,27,0.9775010826153446
211,4.60974341102973,1.1769512829448514,27,0.9773943755919411
212,4.577305753386208,1.177113471233069,27,0.9772884194402424
213,4.640000000561356,1.1767999999971932,27,0.9771810120328219
214,4.828879066088029,1.1758556046695599,27,0.9770692324248107
215,4.423676330109651,1.1778816183494518,27,0.9769668325097618
216,4.678202738757412,1.176608986306213,27,0.976858540779698
217,4.50883826978461,1.177455808651077,27,0.976754169523453
218,4.598008160370027,1.1770099591981498,27,0.9766477341493703
219,4.575211988092133,1.1771239400595392,27,0.9765418264644609
220,4.557168174220224,1.177214159128899,27,0.9764363364604279
221,4.598953487094727,1.1770052325645264,27,0.9763298792037822
222,4.48658288547222,1.177567085572639,27,0.9762260231184704
223,4.702918043612796,1.176485409781936,27,0.9761171592748682
224,4.42058564888014,1.1778970717555992,27,0.9760148309033664
225,4.653976451282833,1.1767301177435858,27,0.9759070999669941
226,4.567346414746543,1.1771632679262674,27,0.9758013743555416
227,4.482907510619254,1.1775854624469038,27,0.9756976033483513
228,4.620238337059869,1.1768988083147005,27,0.9755906533868454
229,4.4443048913293515,1.1777784755433534,27,0.9754877759588053
230,4.603971382171963,1.1769801430891402,27,0.975381202547181
231,4.457712309218844,1.1777114384539058,27,0.9752780147622453
232,4.646127208431783,1.1767693639578412,27,0.9751704655213094
233,4.507564266636962,1.1774621786668154,27,0.975066123755878
234,4.554900598297069,1.1772254970085148,27,0.9749606862420286
235,4.629394938794316,1.1768530253060283,27,0.974853524322149
236,4.522745788815776,1.177386271055921,27,0.9747488311325931
237,4.594203600033169,1.177028981999834,27,0.9746424838270368
238,4.448616949875515,1.1777569152506224,27,0.9745395065828267
239,4.663087560359616,1.176684562198202,27,0.9744315647411517
240,4.776491380555076,1.1761175430972246,27,0.9743209978110463
241,4.879220886790995,1.175603895566045,27,0.9742080528831113
242,4.609116814666644,1.1769544159266667,27,0.9741013603642533
243,4.678820414079718,1.1766058979296015,27,0.9739930543361496
244,4.42193743270925,1.1778903128364537,27,0.9738906946733554
245,4.750273432630559,1.1762486328368473,27,0.9737807346401927
246,4.67762285047241,1.176611885747638,27,0.9736724563334688
247,4.551606655504877,1.1772419667224756,27,0.973567095068295
248,4.723718080028901,1.1763814095998555,27,0.9734577497423684
249,4.574552392335465,1.1771272380383226,27,0.9733518573258791
250,4.554197481698544,1.1772290125915073,27,0.9732464360878769
251,4.647533492542749,1.1767623325372862,27,0.973138854294068
252,4.493664550016968,1.1775316772499151,27,0.9730348342813362
253,4.7021624764399945,1.1764891876178,27,0.9729259879277149
254,4.494401018807316,1.1775279949059634,27,0.9728219508670943
255,4.494994521017681,1.1775250273949116,27,0.9727179000679967
256,4.509031021159166,1.1774548448942042,27,0.9726135243499143
257,4.675950003751612,1.176620249981242,27,0.9725052847664941
258,4.538322463848029,1.17730838768076,27,0.9724002310057569
259,4.465200421563282,1.1776739978921835,27,0.9722968698848874
260,4.539432000006419,1.1773028399999679,27,0.9721917904404428
261,4.596795762931951,1.1770160211853402,27,0.9720853831311157
262,4.481902751633561,1.1775904862418323,27,0.9719816353822353
263,4.484831889096565,1.1775758405545171,27,0.9718778198292469
264,4.8111296334099585,1.1759443518329502,27,0.9717664510877327
265,4.513943459618611,1.177430282701907,27,0.9716619616557972
266,4.567695763122699,1.1771615211843867,27,0.9715562279575768
267,4.563276299920071,1.1771836185003997,27,0.9714505965617453
268,4.557864319222955,1.1772106784038852,27,0.9713450904432447
269,4.66213467399691,1.1766893266300156,27,0.9712371706591244
270,4.6948142950472045,1.176525928524764,27,0.9711284944022947
271,4.56940455684684,1.1771529772157658,27,0.971022721148664
272,4.476352171340765,1.177618239143296,27,0.9709191018854384
273,4.72744402278489,1.1763627798860754,27,0.9708096703108369
274,4.590465890880331,1.1770476705455983,27,0.9707034095263258
275,4.773032181485717,1.1761348390925714,27,0.9705929226702729
276,4.375441410243483,1.1781227929487827,27,0.970491639304295
277,4.619540322128332,1.1769022983893582,27,0.9703847055005421
278,4.79186063338762,1.176040696833062,27,0.9702737828006951
279,4.564673586456184,1.177176632067719,27,0.9701681190602679
280,4.577450657666536,1.1771127467116673,27,0.9700621595543034
281,4.629551169159034,1.1768522441542049,27,0.9699549940179802
282,4.544120418111504,1.1772793979094425,27,0.9698498060453388
283,4.568792806794726,1.1771560359660262,27,0.969744046952589
284,4.56621849058086,1.1771689075470957,27,0.9696383474504922
285,4.537257926557363,1.1773137103672133,27,0.9695333183318219
286,4.722885655020056,1.1763855717248997,27,0.9694239922749927
287,4.6461078032296435,1.1767694609838517,27,0.9693164434832513
288,4.62506282321033,1.1768746858839483,27,0.9692093818438251
289,4.680857100689011,1.1765957144965549,27,0.969101028670198
290,4.573564416679653,1.1771321779166017,27,0.9689951591235156
291,4.52257961816471,1.1773871019091764,27,0.9688904697805025
292,4.539737569538544,1.1773013121523073,27,0.9687853832626891
293,4.600178304110461,1.1769991084794476,27,0.9686788976537977
294,4.494078829162709,1.1775296058541864,27,0.9685748680512708
295,4.5499738983413325,1.1772501305082934,27,0.9684695445814018
296,4.548388335812856,1.1772580583209358,27,0.9683642578143691
297,4.812455622982901,1.1759377218850855,27,0.9682528583786519
298,4.322618506006608,1.1783869074699669,27,0.9681527977650869
299,4.582038027859436,1.1770898098607028,27,0.9680467320699976
300,4.772569379281476,1.1761371531035927,27,0.9679362559269586
301,4.612184446413245,1.1769390777679338,27,0.9678294923981065
302,4.675341747342109,1.1766232912632895,27,0.9677212668946958
303,4.609982631509976,1.17695008684245,27,0.9676145543337812
304,4.5332666618783515,1.1773336666906082,27,0.967509617605497
305,4.375808406549108,1.1781209579672545,27,0.9674083257442343
306,4.62054556870363,1.1768972721564819,27,0.9673013686708847
307,4.52243933953976,1.177387803302301,27,0.967196682575062
308,4.519966459383469,1.1774001677030825,27,0.9670920537218355
309,4.550101274402088,1.1772494936279896,27,0.9669867273034466
310,4.774486140662349,1.1761275692966884,27,0.9668762067909312
311,4.840483754225397,1.175797581228873,27,0.9667641585558797
312,4.62172079375284,1.1768913960312357,27,0.9666571742782466
313,4.553523277608827,1.177232383611956,27,0.9665517686468205
314,4.482277358254879,1.1775886132087257,27,0.9664480122264905
315,4.646854016154607,1.176765729919227,27,0.9663404461613017
316,4.778290560006514,1.1761085471999675,27,0.9662298375835238
317,4.575265961297484,1.1771236701935126,27,0.9661239286492345
318,4.362100395924677,1.1781894980203766,27,0.9660229541030325
319,4.667004967181552,1.1766649751640923,27,0.9659149215806441
320,4.698539971145005,1.176507300144275,27,0.965806159081312
321,4.441415435961415,1.1777929228201929,27,0.9657033485388129
322,4.617648418366295,1.1769117579081685,27,0.9655964585291285
323,4.645122601613609,1.176774386991932,27,0.9654889325429801
324,4.592689269799106,1.1770365536510046,27,0.9653826202913643
325,4.520922908091464,1.1773953854595427,27,0.9652779692981215
326,4.701593722356355,1.1764920313882183,27,0.9651691361101039
327,4.5596620254031315,1.1772016898729842,27,0.9650635883780344
328,4.451481383730006,1.17774259308135,27,0.9649605448274852
329,4.395052551433031,1.178024737242835,27,0.9648588074999056
330,4.726084951999931,1.1763695752400003,27,0.964749407385276
331,4.661666397647111,1.1766916680117645,27,0.964641498440886
332,4.608797354712917,1.1769560132264354,27,0.9645348133169344
333,4.555972536314919,1.1772201373184255,27,0.9644293509897048
334,4.547100158579687,1.1772644992071015,27,0.9643240940415896
335,4.492426335155838,1.1775378683242208,27,0.9642201026912387
336,4.556854435544011,1.17721572782228,27,0.9641146199496752
337,4.387991278487982,1.1780600436075601,27,0.964013046077488
338,4.526393634653148,1.177368031826734,27,0.9639082684470562
339,4.568906248364891,1.1771554687581756,27,0.9638025067283441
340,4.660988004719042,1.1766950599764048,27,0.9636946134874941
341,4.596007353662663,1.1770199632316867,27,0.9635882244283815
342,4.6794923113875555,1.176602538443062,27,0.9634799028470994
343,4.734913510511342,1.1763254324474433,27,0.9633702983676894
344,4.70581700938241,1.176470914953088,27,0.9632613674183982
345,4.647050984737855,1.1767647450763108,27,0.9631537967937515
346,4.601186267918078,1.1769940686604097,27,0.9630472878523645
347,4.501921199158644,1.1774903940042067,27,0.962943076713495
348,4.673994405137932,1.1766300279743103,27,0.9628348823985613
349,4.7679747382221525,1.1761601263088892,27,0.9627245126129543
350,4.634210603965041,1.1768289469801747,27,0.962617239219344
351,4.791725914842612,1.176041370425787,27,0.9625063196379819
352,4.447442829193891,1.1777627858540307,27,0.9624033695724913
353,4.484583661522046,1.1775770816923896,27,0.9622995597655116
354,4.685520150774826,1.1765723992461259,27,0.9621910986509103
355,4.6264290210153245,1.1768678548949234,27,0.962084005386535
356,4.731378217657181,1.176343108911714,27,0.9619744827426078
357,4.598452835927326,1.1770077358203634,27,0.9618680370751094
358,4.513202457747166,1.177433987711264,27,0.9617635647959949
359,4.5786406757794955,1.1771067966211024,27,0.9616575777433148
360,4.446731602907626,1.1777663419854618,27,0.9615546441413957
361,4.487140932690296,1.1775642953365486,27,0.9614507751383241
362,4.697244399791801,1.1765137780010408,27,0.9613420426290697
363,4.687278741446961,1.1765636062927651,27,0.961233540806351
364,4.636300428480608,1.176818497857597,27,0.9611262190371732
365,4.427892247903952,1.1778605387604801,27,0.9610237215314347
366,4.564159642448711,1.1771792017877565,27,0.9609180696878595
367,4.477500011133994,1.17761249994433,27,0.9608144238542684
368,4.717653325378776,1.1764117333731061,27,0.960705218916181
369,4.54162778664374,1.1772918610667813,27,0.960600088643342
370,4.491425228921845,1.1775428738553908,27,0.9604961204667466
371,4.602979616512142,1.1769851019174393,27,0.9603895700126607
372,4.5359845543165385,1.1773200772284174,27,0.9602845703701997
373,4.74837439102037,1.1762581280448983,27,0.9601746542963334
374,4.526518910246581,1.177367405448767,27,0.9600698737660036
375,4.4600771740775365,1.1776996141296123,27,0.9599666312388259
376,4.384708648424248,1.1780764567578788,27,0.9598651333534457
377,4.5969213497586585,1.1770153932512066,27,0.9597587231370162
378,4.543806988614207,1.177280965056929,27,0.959653542419687
379,4.457109539348827,1.1777144523032559,27,0.9595503685877578
380,4.718922646125578,1.1764053867693722,27,0.9594411342672455
381,4.666724514742924,1.1766663774262853,27,0.9593331082368117
382,4.597178212106277,1.1770141089394686,27,0.9592266920744944
383,4.736432624417087,1.1763178368779146,27,0.9591170524304107
384,4.666253603339861,1.1766687319833007,27,0.9590090373007037
385,4.517714409848156,1.1774114279507593,27,0.9589044605782535
386,4.496077983600923,1.1775196100819953,27,0.9588003846990035
387,4.681798154445386,1.176591009227773,27,0.9586920097417247
388,4.639636695646734,1.1768018165217664,27,0.9585846107441403
389,4.616974776797066,1.1769151261160147,27,0.9584777363280107
390,4.515350219713109,1.1774232489014345,27,0.958373214332184
391,4.660794756700575,1.1766960262164972,27,0.9582653255646678
392,4.524450111686605,1.177377749441567,27,0.9581605929231936
393,4.589801334540632,1.1770509933272968,27,0.9580543475219311
394,4.744694414638698,1.1762765279268064,27,0.9579445166327033
395,4.533916576418985,1.177330417117905,27,0.957839564860101
396,4.442701074292714,1.1777864946285364,27,0.9577367245574554
397,4.494745280812989,1.177526273595935,27,0.957632679527807
398,4.699429882668762,1.1765028505866562,27,0.9575238964286711
399,4.62547311373802,1.17687263443131,27,0.957416825291779
400,4.587112262131124,1.1770644386893445,27,0.957310642137563
401,4.549090619468843,1.1772545469026556,27,0.9572053391139642
402,4.6485359907553185,1.1767573200462234,27,0.9570977341141782
403,4.5150895149009775,1.1774245524254952,27,0.956993218153185
404,4.6305665568642596,1.1768471672156786,27,0.956886029112517
405,4.526874543118704,1.1773656272844064,27,0.9567812403499447
406,4.510234061472494,1.1774488296926375,27,0.956676836783707
407,4.536251256517499,1.1773187437174124,27,0.9565718309675839
408,4.5624592553516035,1.1771877037232419,27,0.956466218484821
409,4.595117016406629,1.1770244149179667,27,0.9563598500353673
410,4.623545579511111,1.1768822721024443,27,0.956252823517323
411,4.2311634708571555,1.1788441826457141,27,0.9561548799184606
412,4.519234944225323,1.1774038252788732,27,0.9560502679984554
413,4.560843002264396,1.177195784988678,27,0.9559446929289585
414,4.750506203860833,1.1762474689806959,27,0.9558347275075728
415,4.491999739161787,1.177540001304191,27,0.9557307460321293
416,4.616279661809991,1.17691860169095,27,0.9556238877066244
417,4.7495030309735835,1.1762524848451321,27,0.9555139455068333
418,4.4687031470052725,1.1776564842649737,27,0.9554105033043564
419,4.63939752258644,1.1768030123870679,27,0.9553031098431853
420,4.519772816606547,1.1774011359169674,27,0.9551984854724306
421,4.5495366257710765,1.1772523168711446,27,0.9550931721246119
422,4.519688916604668,1.1774015554169766,27,0.9549885496959867
423,4.526814269158411,1.177365928654208,27,0.9548837623286451
424,4.872191214790649,1.1756390439260467,27,0.954770980124599
425,4.684445587207167,1.1765777720639643,27,0.9546625438841544
426,4.71017378617862,1.176449131069107,27,0.9545535120835484
427,4.649199348683649,1.1767540032565817,27,0.9544458917282548
428,4.439374321159804,1.177803128394201,27,0.9543431284337835
429,4.63949579703233,1.1768025210148383,27,0.9542357326977411
430,4.707292961450734,1.1764635351927464,27,0.9541267675828927
431,4.5146600525960885,1.1774266997370195,27,0.9540222615631567
432,4.696532666716112,1.1765173366664194,27,0.9539135455292049
433,4.670433620985407,1.176647831895073,27,0.9538054336398303
434,4.785204004481367,1.1760739799775932,27,0.9536946650286154
435,4.558221698748638,1.1772088915062568,27,0.9535891506374407
436,4.490238901772427,1.1775488054911378,27,0.9534852099221218
437,4.563837189062745,1.1771808140546862,27,0.9533795655427454
438,4.743557099316362,1.1762822145034182,27,0.9532697609802613
439,4.4171594119158035,1.1779142029404208,27,0.9531675119198002
440,4.393162428456897,1.1780341878577156,27,0.9530658183450674
441,4.608939527893161,1.1769553023605341,27,0.9529591299300699
442,4.555741070722584,1.1772212946463871,27,0.9528536729608402
443,4.600772789317568,1.1769961360534122,27,0.9527471735907171
444,4.6945311771235865,1.176527344114382,27,0.952638503887543
445,4.544743065388114,1.1772762846730596,27,0.9525333015017701
446,4.412699416906937,1.1779365029154651,27,0.9524311556819343
447,4.804448155719994,1.1759777592214,27,0.9523199416042556
448,4.500277171256122,1.1774986141437194,27,0.9522157685215876
449,4.49409628779879,1.177529518561006,27,0.9521117385149256
450,4.710372001372259,1.1764481399931388,27,0.9520027021260049
451,4.561551087895848,1.1771922445605207,27,0.951897110665637
452,4.593661014796519,1.1770316949260173,27,0.9517907759199241
453,4.648279012406031,1.17675860493797,27,0.9516831768687111
454,4.708358310311,1.176458208448445,27,0.9515741870930093
455,4.566653930681823,1.177166730346591,27,0.9514684775112806
456,4.75199520059143,1.176240023997043,27,0.951358477622378
457,4.386420015126519,1.1780678999243674,27,0.9512569401220279
458,4.675978723695307,1.1766201063815234,27,0.9511486998737942
459,4.516047244198234,1.177419763779009,27,0.9510441617431415
460,4.737227131660799,1.176313864341696,27,0.9509345037076864
461,4.614204447883054,1.1769289777605847,27,0.950827693419541
462,4.5327094667990595,1.1773364526660046,27,0.9507227695892909
463,4.666284109302163,1.1766685794534892,27,0.9506147537534275
464,4.689318834720725,1.1765534058263962,27,0.9505062047063275
465,4.664189412285864,1.1766790529385707,27,0.9503982373588209
466,4.497030376036694,1.1775148481198165,27,0.9502941394334496
467,4.551598287637791,1.177242008561811,27,0.9501887783619766
468,4.599592716287856,1.1770020364185607,27,0.9500823063083588
